Gas,"NFR/CRT Group",Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Nitrous Oxide",1A1ai,"Power stations","Landfill gas",kilotonne,0.00017369735292,0.00025991738136,0.0004711050162,0.00055846804104,0.0006459834654,0.00070210458864,0.00088414581528,0.0011469968874,0.0014813233344,0.0021274972992,0.0027338568894,0.00313272453312,0.00334715065776,0.00409390830576,0.00500304764232,0.00536133891384,0.00552874978656,0.00584406439344,0.0058679530182,0.00614486294604,0.00651892756788,0.00664530486984,0.00650845010088,0.00646615923408,0.00628945199064,0.00608820842448,0.00587663979084,0.00535295694024,0.00489309138864,0.00329813312217113,0.00318145427964,0.00301472920476,0.00282202001172,0.0027245224188
"Nitrous Oxide",1A1ai,"Power stations","Sewage gas",kilotonne,0.00039486715632,0.00040987850904,0.00040987850904,0.00047182891392,0.00045079778016,0.0005128243848,0.0005128243848,0.00050947159536,0.000481963482,0.0005128243848,0.0004587225552,0.00045346477176,0.0004592940534,0.00042862365,0.00047297191032,0.00058220426628,0.00055591534908,0.00061672275756,0.00068515014204,0.00075353942664,0.00090403395264,0.00096842274984,0.00092285529336,0.00095714518536,0.0010498421934,0.00111762187992,0.00118745895996,0.00120879489276,0.00123961769568,0.000888307823495196,0.0009037291536,0.00088669850724,0.00085408500996,0.00084288364524
"Nitrous Oxide",1A1ai,"Power stations",Orimulsion,kilotonne,0.0026226,0.00707256,0.02175912,0.023958720006768,0.02076084,0.02158992,0.0147542399993232,0.00307944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ai,"Power stations","Waste oils",kilotonne,0.0180311149403732,0.0170068364827215,0.0179822144471545,0.0188195935669696,0.0189373832911582,0.0217412005192933,0.0213953014637539,0.02200432411016,0.0202481716249717,0.0194155800972,0.0212736125428797,0.024203382654797,0.0254628558745914,0.0285172901654484,0.0318892750048841,0.0261538903328167,-,-,-,0.00951594199822436,0.0108246120638838,0.00916501890514348,0.00769200867872544,0.00835012488944872,0.0081867785174288,0.00759399524815692,0.00760271694202636,0.00772713815898428,0.00688696824792472,0.0066796754074172,0.00547329626743128,0.00547957708470932,0.00518236879145176,0.00608687775187012
"Nitrous Oxide",1A1ai,"Power stations","Municipal solid waste: biomass fraction",kilotonne,0.0115315621737931,0.01179553032,0.0140375930317241,0.0186849001572414,0.0286803389793104,0.0297366229324138,0.0308117715475862,0.0381028263144828,0.0501639456331036,0.0501341640413792,0.0509842168137932,0.0565230024252875,0.0607377815816093,0.0643610188344828,0.0622796258724136,0.0622638013706896,0.0694513457931036,0.0705326170862068,0.0730892435120688,0.0888056784304828,0.0856915126638344,0.0803890943744192,0.0899145416542896,0.0798372856037064,0.0955693404593104,0.125815433344831,0.154466267706897,0.163485303124138,0.189144891262069,0.210258949942758,0.215678620210345,0.228591536522759,0.227216302638621,0.243105538441379
"Nitrous Oxide",1A1ai,"Power stations","Municipal solid waste: non-biomass fraction",kilotonne,0.0107409888125217,0.0111586351398261,0.0128943589210435,0.0162320380831304,0.0231349590469565,0.0240794722194782,0.0250374248076522,0.0322802573958261,0.0384319993753044,0.0386514461686956,0.0446465172427826,0.048534117964348,0.052397062187826,0.0508577237608696,0.0496187484039132,0.0502002647315216,0.055213137255652,0.0560018178665216,0.0575421150423912,0.0656314247316,0.0695201907023584,0.0717867791376448,0.0876990004957772,0.0863326888611564,0.112939099344522,0.147438048583186,0.180004616701304,0.190204282635652,0.218291453355652,0.242251113060782,0.248291477416956,0.276764730673565,0.275361206805391,0.291970279038261
"Nitrous Oxide",1A1ai,"Power stations","Animal Biomass",kilotonne,-,7.27415291338584e-05,0.0026323340855315,0.00792276488149608,0.0107248292016732,0.0107839316940945,0.0101519896597441,0.0102762564386811,0.0115507486470472,0.0237576865048228,0.0276614819016732,0.0311167045355315,0.0279463862241142,0.0256701825416339,0.0271856310652559,0.0240804770403543,0.0219391482764764,0.0232512171643972,0.0270318583369882,0.0269774745947575,0.0277604256592507,0.0329444510624354,0.0307214145462448,0.031601260266393,0.031585592670751,0.0336661278144722,0.034471947593233,0.0326752953698856,0.0324423986803626,0.0335799027006409,0.0337871396448916,0.0342025753517382,0.0327653648475647,0.0328564968471052
"Nitrous Oxide",1A1ai,"Power stations","Sour gas",kilotonne,-,-,0.0028755486,0.0073302354,0.0082335852,0.0085059693,0.0087369786,0.0069923412,0.0043236666,0.0038237211,0.0021514896,0.0011309112,0.0010412658,0.0005620077,0.0005999346,0.00044324282276814,0.000147004786103444,9.78496021269312e-06,-,5.95476129424684e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ai,"Power stations","Scrap tyres",kilotonne,-,-,-,-,0.0065664,0.0065664,0.0102144,0.0111872,0.0080256,0.00608,0.0019808810856512,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ai,"Power stations","Burning oil",kilotonne,-,-,-,-,-,-,-,7.69459913820756e-06,7.69459913820756e-06,7.69459913820756e-06,7.69459913820756e-06,8.71501290677874e-06,8.08229701192842e-06,7.72109054381196e-06,7.97830788086358e-06,0.000426859301151149,0.000487362592936078,0.00018828195666648,0.000123852218401223,9.74612457426084e-05,7.02635737059048e-05,7.27173277593672e-05,6.28087630200786e-05,4.3721369526313e-05,4.44699726218623e-05,5.00623145812171e-05,0.000121906150146691,5.56295663702152e-05,6.80058895891146e-05,6.4093864203441e-05,8.22326284404666e-05,7.35324360010014e-05,7.1167908976023e-05,2.19780415091496e-05
"Nitrous Oxide",1A1ai,"Power stations","Petroleum coke",kilotonne,-,-,-,-,-,-,-,0.00044676885,-,-,-,-,-,-,-,0.001663534877598,0.0021920823456,0.003343131902736,0.00551140402362,0.00886177687468332,0.00374746621770196,0.00083350332,0.0019645879512,0.000889126128,-,0.000584882784,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ai,"Power stations",Straw,kilotonne,-,-,-,-,-,-,-,-,-,-,0.00118202793353274,0.0097949978292744,0.00767029341292428,0.0110617193530603,0.0103841706310353,0.00905098684813832,0.00941950091670096,0.00880829297727608,0.00935646153281408,0.0090514424486076,0.00966324726495888,0.0092929619113924,0.0107230940091139,0.0110096993493671,0.0123277495637588,0.0125817051751308,0.0250154036172198,0.0253128467797217,0.024619660865377,0.0356894336142524,0.0348875046049516,0.0342801484730214,0.0381061817814836,0.0364054002705658
"Nitrous Oxide",1A1ai,"Power stations",Wood,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0024795434896,0.0649524062888,0.0518970581583528,0.076370244570964,0.11316451801896,0.110969774292673,0.128965921539933,0.154637638563306,0.183072951849381,0.270731717747007,0.37621134320536,0.509005584852368,0.498909834726552,0.506724502442252,0.596190291876432,0.663558686921016,0.68174589757776,0.726038214739752,0.60090245048442,0.557133460657808
"Nitrous Oxide",1A1ai,"Power stations","Liquid bio-fuels",kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00170486112,0.0277893249408,0.03244045476432,0.009730648032,0.004579190544,0.0022000293667872,0.0025268648188128,0.00250883496,0.00788849423352,0.0088613425104,0.00047511935232,0.00060530662992,0.0001406098992,0.000223432128,3.1108128e-05,4.8482016e-05,-,-,1.632663184416e-06,3.655632096e-06
"Nitrous Oxide",1A1aiii,"Heat supply","Gas oil",kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8311924671e-06,1.02165132456e-06,1.53247698684e-06,1.53247698684e-06,2.04330264912e-06,2.04330264912e-06,1.02165132456e-06
"Nitrous Oxide",1A1b,"Refineries - combustion","Fuel oil",kilotonne,0.0511904448,0.0561364992,0.057622752,0.0595232064,0.0615698496,0.057988224,0.0572207328,0.05744843088,0.054577152,0.0426140352,0.02983734558,0.04130470638,0.050047880064,0.049730149536,0.0412298751945798,0.0385918815858216,0.0243696737042825,0.0250790859408482,0.0175849491450817,0.0146410514396279,0.012719549088,0.0116188234003679,0.00844701030525984,0.00839826225046872,0.00342345692253816,0.00674172024595608,0.00567263177722112,0.0050720826835756,0.00491471311584396,0.00300527988219054,0.0021508197876882,0.0027406210851558,0.00430233667810188,0.0026752847132949
"Nitrous Oxide",1A1b,"Refineries - combustion","Gas oil",kilotonne,0.001742769296184,0.0016899696,0.0016899696,0.0018179976,0.002176476,0.0025861656,0.0029702496,0.00392533848,0.004157244,0.002957616,0.004359011616,0.001244256192,0.001267402752,0.005130049248,0.00494461935495936,0.00525806991300672,0.001111874719878,-,-,-,8.837283957444e-05,1.711265968638e-05,3.06495397368e-06,-,-,-,2.5541283114e-07,2.5541283114e-07,2.5541283114e-07,2.5541283114e-07,-,1.02165132456e-06,3.06495397368e-06,1.02165132456e-06
"Nitrous Oxide",1A1b,"Refineries - combustion",LPG,kilotonne,7.99830820027539e-05,7.89793404404252e-05,7.49463528434673e-05,6.01587316546217e-05,2.78948308789587e-05,4.13381228688183e-05,4.62694629044197e-05,5.08906806356629e-05,0.00017476732,0.00017476732,0.0001751352512,0.000195410741682,4.481897745e-05,8.7845195802e-05,8.94692941796274e-05,0.000195205497449398,0.00019307509933896,0.000193754675690623,2.185157413936e-05,2.16029890268e-05,2.522703073185e-05,5.68506988569e-05,4.601164058491e-05,3.065233488819e-05,4.927349778e-05,4.06724515386e-05,3.78806095305e-05,4.251230338814e-05,5.02562061875e-05,3.409023715328e-05,1.93422835965e-05,5.312472934232e-05,0.00011160364287912,8.1876532293e-05
"Nitrous Oxide",1A1b,"Refineries - combustion","Refinery miscellaneous",kilotonne,0.000517104,0.001061283,0.001135326,0.001431498,0.001431498,0.000789792,0.001332774,-,-,-,0.00037998252,0.00078750288,0.00026140086,-,-,-,-,-,-,-,-,-,-,0.0014265102,-,0.0009930315498336,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1b,"Refineries - combustion",Naphtha,kilotonne,0.0030047094443126,0.00311232523732573,0.00308502223732573,0.00297581023732574,0.00271868414238909,0.0022836601423891,0.0022836601423891,0.0027458731423891,0.0027458731423891,0.00285462914238909,0.0027869285323891,0.00321818243492077,0.00283019483492077,0.00261243384504749,0.00247581468167458,0.00236676043895709,0.00227335839450562,0.00228160007381624,0.00209764060938432,0.0005321008701612,0.002084427756,0.0019062830248434,0.00466573274249796,0.00329972460040392,0.00273942050918382,0.0020401372190592,0.00178809026523077,0.00212240111965619,0.0016032112662888,0.0007744247131176,-,2.670665286996e-05,0.00038341699283712,0.00051579917437896
"Nitrous Oxide",1A1b,"Refineries - combustion","Natural gas",kilotonne,8.83945514036522e-05,9.06694111824227e-05,0.000630461138687813,0.000795875942601266,0.000628186278909043,0.000798475782348432,0.000966815405977446,0.00101458746133163,0.00121964981905024,0.00135029176609479,0.00183548339531042,0.00239557974064785,0.00264230894273841,0.00257176296834158,0.00219105752842454,0.00352312763633494,0.0035124226479189,0.00373025214280667,0.00263749928337832,0.00264386248051256,0.00299635919109328,0.0032463919992885,0.00297179171230547,0.00270909014609544,0.00340148703759779,0.00308407378381921,0.00326870314843231,0.00318557206055424,0.00396700047099756,0.00380315700785957,0.00392906027726541,0.00391510882984798,0.0037385900361154,0.00379778844457199
"Nitrous Oxide",1A1b,"Refineries - combustion",OPG,kilotonne,0.0125733456,0.012256056,0.0121182768,0.0129207744,0.0124975008,0.0133708752,0.0141293052009584,0.0133262576112111,0.0126438384,0.0122666452,0.0125578318,0.011366995268,0.012120227988,0.01096149058,0.0128578000075782,0.0125126996551605,0.0133466558709012,0.011834378793643,0.0152277463162152,0.0144190775598316,0.0152127236082009,0.0157070070704382,0.012493830423665,0.0128172116591991,0.0120930350236285,0.011498824991696,0.011969413703555,0.0120852389599077,0.0110826675528667,0.0109082472841497,0.010127627210141,0.00918489820836358,0.0103291189191582,0.00948027960229779
"Nitrous Oxide",1A1b,"Refineries - combustion","Petroleum coke",kilotonne,0.0198940032,0.0212596776,0.0213412104,0.021810024,0.0193232736,0.0233795304,0.0227680344,0.0241133256,0.0242763912,0.023746428,0.02517977964,0.01900553622,0.02248986072,0.02076983898,0.02061862596,0.0278920657035021,0.0293360770240394,0.0295923200137221,0.0280909506155606,0.0276874626267975,0.0279548286344972,0.0311047632,0.03272726592,0.0254220737543285,0.023234402016,0.0239892710820225,0.0247472417034572,0.0243549277485027,0.0225827242009158,0.0236468948898666,0.018454337784,0.020716261488,0.019850586984,0.024237051624
"Nitrous Oxide",1A1b,"Refineries - combustion",Petrol,kilotonne,-,-,-,-,-,-,5.358e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ci,"Coke production","Blast furnace gas",kilotonne,0.0004166316,0.0003770712,0.0003503412,0.000349272,0.0003720816,0.0003806352,0.0003998808,0.0004052268,0.000386694,0.0003859812,0.0003767148,0.0002313036,0.000181596492,0.0001539648,0.0001058508,0.000101495592,0.000191176524,0.000250395948,0.00022759704,0.000180295632,0.000260785008,0.000234275976,0.000239390316,0.000267766884,0.0002534004,0.000228548628,0.000225358848,0.000202795164,0.000215333316,0.000199826352,0.000190559952,0.000189993276,0.000159446232,0.000123000768
"Nitrous Oxide",1A1ci,"Coke production","Coke oven gas",kilotonne,0.00196140984805654,0.00179059790671378,0.00155589058939929,0.00139729768409894,0.001440828,0.001354644,0.001614492,0.001590516,0.00184356,0.001711692,0.00179982,0.00152928,0.00138334392,0.001446984,0.001401624,0.00139984524,0.00138724164,0.0013698234,0.00140921856,0.00125961156,0.00125087004,0.00124146108,0.00123639048,0.00118042596,0.00120688704,0.00103189788,0.0005082264,0.00050082624,0.00048511224,0.00050135436,0.00034456104,0.00036196308,0.00038666484,0.00024428304
"Nitrous Oxide",1A1ci,"Coke production","Colliery methane",kilotonne,9.396e-06,9.396e-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ci,"Coke production","Natural gas",kilotonne,4.12937354833829e-06,3.81679995842803e-06,4.22475557674628e-06,4.7317383965327e-06,6.17461939951982e-06,3.57477965235358e-06,7.47453927310294e-06,4.8746995259367e-06,2.27485977877046e-06,4.22473958914514e-06,5.52465946272826e-06,2.92481971556202e-06,-,3.2497996839578e-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.88861091811357e-06,2.59963216112929e-06
"Nitrous Oxide",1A1ci,"Solid smokeless fuel production",Coke,kilotonne,-,-,-,-,-,-,-,0.0008046,0.0012069,0.000894,0.0016539,0.0014304,0.0007599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1cii,"Upstream Oil Production - fuel combustion","Gas oil",kilotonne,0.10287279581894,0.101907218101936,0.122155028701398,0.134689721375869,0.142799683546873,0.122835185739535,0.127130509392493,0.123939632599609,0.124082222611292,0.17733510447,0.092809309760125,0.0935356827535312,0.0931340893706913,0.0923517038879175,0.0870981242638686,0.0929239577604806,0.082884608798387,0.0775218444671989,0.0903055882586166,0.0888357032054812,0.0981905744902308,0.1056069001886,0.122555519641123,0.116890528212956,0.121638772942931,0.117917741134097,0.13674837532084,0.114944680877283,0.105855354998787,0.108135476183391,0.126841860808634,0.0977591263241699,0.0811040674976397,0.0800641436190831
"Nitrous Oxide",1A1cii,"Upstream Oil Production - fuel combustion","Natural gas",kilotonne,0.609865159067428,0.592172688451326,0.639640380107707,0.671161751596259,0.692700005441877,0.678615681318143,0.699416020884541,0.751537668148319,0.814330155789766,0.808273012904139,0.82583802092747,0.827621167902182,0.80592170424203,0.800982773044185,0.762870970980331,0.730447982320771,0.710840270581841,0.692682498762954,0.655741839216227,0.632299085963519,0.617022986436656,0.532903879271113,0.487697914397617,0.444342129932627,0.4315006692653,0.489444591929351,0.490517514043093,0.499715746835032,0.515433693916563,0.548684706377146,0.529621276989193,0.4740930832,0.426336594385166,0.4182605822
"Nitrous Oxide",1A1cii,"Oil terminal: fuel combustion","Gas oil",kilotonne,0.00785359449509886,0.00757081263519114,0.0077614285555734,0.0082159742118695,0.0104172101390739,0.0106321425672162,0.0106263138911989,0.0105043670601469,0.0175423441179018,0.0183115258434398,0.0156837326729838,0.0191233384096432,0.0144567138182596,0.0092199332731514,0.00815397355647696,0.00633548380367091,0.00620962473346349,0.00658333612369969,0.00579848655767234,0.00683516058406149,0.00648622012274004,0.00621992845130593,0.00524672463398305,0.00835862560440499,0.0130059531130236,0.00736845961118702,0.00279321072366423,0.00539305925043506,0.00185373272367739,0.00168203543683938,0.00105844793206794,0.00495261457741472,0.00118153914806205,0.00105836691660979
"Nitrous Oxide",1A1cii,"Oil terminal: fuel combustion","Natural gas",kilotonne,0.0409750224440574,0.0379667933187698,0.0344931687919793,0.0338417322126395,0.041832708201697,0.0478469774414671,0.047176916696166,0.0636998876578121,0.102909418353719,0.098712074695674,0.0975551500000002,0.0984439390000002,0.10163600849317,0.0995543794133301,0.0928903880000001,0.0921823240834891,0.0805842567427391,0.0846608429823013,0.082863348963615,0.0908978805356992,0.0760322799058932,0.0671867917210782,0.0648050038220532,0.0576075173582985,0.049539383221862,0.0646964024873668,0.0687736117225819,0.0662331521833714,0.0687064155738502,0.0638592700121229,0.064454298716355,0.0445171204005118,0.0468055901319922,0.0315783578387632
"Nitrous Oxide",1A1cii,"Gas terminal: fuel combustion","Gas oil",kilotonne,6.75715046695802e-05,7.51399608848432e-05,7.60776578045703e-05,8.88682805625922e-05,9.46473326122629e-05,0.000102584316001218,0.000122179042317957,0.0001244393423166,0.0001932788,0.00298497144,3.31815e-05,6.8975e-05,7.01542e-05,0.0001241448,0.000182062,0.000100200322952795,0.000607947458052847,0.000149009790541664,0.00032031621632009,0.000250778799072487,0.000162802781128056,0.000184887428930682,0.000465397379349058,0.000681271824036783,0.000197289085712494,0.000216101817549527,0.000256693109004093,0.000192473658932262,0.000194134839056348,0.000114322790345689,9.56505221154097e-05,0.000137371311542514,9.83701518068068e-05,0.000117877898770883
"Nitrous Oxide",1A1cii,"Gas terminal: fuel combustion","Natural gas",kilotonne,0.0714377477688843,0.0763564664153585,0.0685112672454599,0.0741743471018323,0.0770169601200813,0.106993281318533,0.105494921303834,0.142442853542188,0.126282799214029,0.144025000954468,0.179963416608784,0.189519287024778,0.177796654912904,0.174495894299409,0.166704549912352,0.166113010573812,0.13283124518951,0.124507627800194,0.129227780956359,0.115481854325359,0.116641051179677,0.10948280835246,0.110111932509437,0.119939612203863,0.120708310043494,0.113594367248673,0.122967101603623,0.119023676473262,0.12537118545861,0.113403985930706,0.0943196521775878,0.0855969414397281,0.0811023706716807,0.071216299805067
"Nitrous Oxide",1A1cii,"Upstream Gas Production - fuel combustion","Gas oil",kilotonne,0.00227846801725549,0.0024394587152326,0.00264799565546026,0.0030659573523295,0.00324100888618952,0.00297519004493503,0.00364473165619068,0.00367074557197812,0.007866144,0.0048516487,0.00459356716170095,0.0051354606124911,0.005971771478,0.00390224526,0.00428756569241989,0.00453419793496392,0.0048484592446886,0.00496761033791527,0.00552217456289037,0.00380498650401122,0.00386462849974795,0.00514858966159477,0.00685835582510002,0.00991647641744179,0.0162470893713424,0.0330420319372281,0.0276894818550534,0.00888820291016594,0.0104751769359077,0.0117044747065096,0.0113877385754468,0.0142419669800785,0.00796150143816899,0.00926628065937035
"Nitrous Oxide",1A1cii,"Upstream Gas Production - fuel combustion","Natural gas",kilotonne,0.152020311797846,0.170274462974664,0.181645239923418,0.210323397306708,0.182337008165303,0.21651478504534,0.22315120853815,0.239780808419493,0.258665630728507,0.257882425155522,0.277523907673569,0.341018396543901,0.503358001747175,0.322406446454568,0.335603977612964,0.313438466696482,0.291081595894338,0.266925805248546,0.273073366915265,0.277054929851164,0.265654737554715,0.235430907738661,0.205370903498094,0.21884116,0.213821301923671,0.214194635104973,0.192464090275525,0.188998365964593,0.1665090589,0.174750775669348,0.171104344,0.130781028,0.156163443,0.1467
"Nitrous Oxide",1A1ciii,"Collieries - combustion",Coal,kilotonne,0.007956,0.007448,0.0052722625,0.0032034,0.00147345,0.0005358,0.000532,0.0005282,0.0003515,0.000695875,0.0008434357542,0.00070777832475,0.000634918446675,0.0004285932249,0.0005672572598,0.000407020644825,0.000268205162352,0.0003260940412755,0.00037254825,0.000337711,0.00034185875,0.000260253,0.0002636955,0.00017901,4.19985e-05,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ciii,"Collieries - combustion","Colliery methane",kilotonne,0.000218376,0.000171072,0.000173016,0.000187596,0.000225828,0.000131868,0.000118584,0.000106272,9.5256e-05,0.000107244,0.000119232,0.0002025,0.000195048,0.00027216,0.00024138,0.000227448,0.000229068,0.000219348,0.00022889952,0.0002237706,0.000260496,0.00021219732,0.0001657422,0.000135432,0.000122472,0.000111132,0.000140616,0.00012826836,0.000123444,0.00011428128,9.287136e-05,9.407016e-05,9.92088e-05,5.804136e-05
"Nitrous Oxide",1A1ciii,"Collieries - combustion","Natural gas",kilotonne,0.000109843229317774,0.000204737380089341,0.000338629127068403,0.000134866686884249,8.64446715932775e-05,0.000119592628369647,0.000111793109128148,6.27211339003856e-05,2.17736578407583e-05,4.54971954881517e-06,1.94987980663507e-06,1.29991987109005e-06,-,-,-,-,-,-,2.76232699962085e-05,2.5348474482654e-05,2.40489377948815e-05,1.98806283093839e-05,3.12799084206825e-05,1.94937517737213e-05,3.24648282822142e-05,2.56892124672e-05,2.50724985039128e-05,2.48126359327166e-05,2.56790549195829e-05,2.61295698338616e-05,2.20660058353137e-05,1.95061608546654e-05,1.68930124758597e-05,1.55965493141232e-05
"Nitrous Oxide",1A1ciii,"Gas production","Colliery methane",kilotonne,2.8512e-05,1.9116e-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ciii,"Gas production",LPG,kilotonne,0.000169375938358773,0.000192575157754739,0.000185181347160316,0.000191902993155246,0.000217445247935979,0.00019728030995119,0.000220214642808702,0.000206674174127802,0.00021156044,0.00021156044,0.0001816200386,-,-,9.1936364e-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A1ciii,"Gas production","Natural gas",kilotonne,0.000924720125934994,0.00115783654940063,0.00108822048822944,0.00110068814427851,0.00112317851494054,0.00126167993369188,0.00171704654052266,0.00158658177029552,0.00205225299011851,0.00257750151264975,0.00279796835251279,0.00293888455524148,0.00292986384547797,0.00311676621715163,0.00246925543241208,0.00276736351551649,0.00250238589958673,0.0021316717728091,0.00230984985757747,0.00226004975490288,0.00323432296034269,0.00285317498643084,0.0020703984329434,0.00198064831563541,0.00193382327845179,0.00221655887215487,0.00223336645563771,0.00223945273274748,0.0018702698638045,0.00215754290307551,0.00212015964243313,0.00198103076034942,0.00245317630487252,0.0019297013817582
"Nitrous Oxide",1A1ciii,"Nuclear fuel production","Natural gas",kilotonne,0.000137141546663019,0.000161190064324307,0.000165089823945056,0.000183613682143616,0.000178738982617679,0.000151765645240829,0.000284032492377912,0.000299956510829305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant",Coal,kilotonne,0.000495,0.0003706425,0.000247095,0.00054000375,0.00058653,0.0003591,0.0001338075,3.34873266783528e-05,0.000194364207034093,0.000321613289302635,0.000122584266997152,4.3535864265e-05,-,-,-,-,4.332e-05,0.003249,0.0029908128,0.0025957344,0.0027850428,0.0022794984,0.0021924252,0.0023037576,0.0023496768,0.0019238412,0.001501038,0.0014304264,0.001444722,0.00100719,0.00131043,0.0008893596,0.0011315184,0.00142956
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant",Coke,kilotonne,0.0104598,0.0088506,0.0092082,0.008046,0.0029055,0.0006258,0.0011175,0.001788,0.0010281,0.0007599,0.0008493,0.0014304,0.001280208,0.0010281,0.0009834,0.00099681,0.001174269,0.001024524,0.000599874,0.000296808,0.000315135,0.000326757,0.000565455,0.000562773,0.000611049,0.000649491,0.000535059,0.0003129,9.0741e-05,0.000158685,0.00018774,0.00019668,0.000153321,4.3806e-05
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant","Fuel oil",kilotonne,0.00274528627379579,0.00376943016205768,0.00367962223089634,0.00757795224991428,0.00668731341268902,0.0061825860409665,0.00199547712,0.00283530132,0.0007065792,0.00136813388416705,0.00164066184832369,0.00266015352002122,0.00189706247667742,0.000590941164054418,0.000853559180163402,0.000480888910307818,0.000552564803668216,0.00167353216515735,0.0001155432763164,0.00148452129450468,0.0003317930784,0.00030726901632708,0.00015684233618628,0.00016190421540696,0.00014596513232076,0.00017828898132852,0.000153854542686321,0.00014674357840093,0.00014998925657976,0.0001198101978906,7.28180296218e-05,7.265775559392e-05,0.0001683936869868,0.0002152077663573
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant","Gas oil",kilotonne,0.000748506917054676,0.000777629141441568,0.000778912421035098,0.000769265926394256,0.000739660614029364,0.000691346378108604,0.00076008406605435,0.00074610551053668,0.000795522,0.00065378853319224,0.00178733868170171,0.00025707659371013,0.00026581514176732,0.000312259466389616,0.000293799368755548,0.000254219853319652,0.000230947965429772,0.00013691396473408,7.5140107318482e-05,6.20374689494868e-05,8.252195537718e-05,5.66322877226072e-05,5.47024978878965e-05,6.80147030810838e-05,8.08456410732492e-05,9.34869211695276e-05,6.9487508626626e-05,6.61035282700686e-05,7.44063776669652e-05,6.4539121539e-05,6.21164419356858e-05,8.11654180173564e-05,0.000135700837108204,9.5739165322914e-05
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant",LPG,kilotonne,4.68490153903847e-05,4.68552812160882e-05,3.39776892160882e-05,3.39776892160882e-05,4.68552812160882e-05,4.58470343168487e-05,2.81509658088394e-05,7.87310902466598e-05,9.658194e-05,9.658194e-05,0.00011037936,-,4.5600436544e-05,-,-,-,-,-,1.99694007364242e-05,1.760413786652e-05,6.57097521799105e-06,4.00486704498e-06,1.06640365791116e-05,1.737118828746e-05,1.68228546525e-05,1.567153217476e-05,5.65392883427201e-06,5.76588020643721e-06,6.29351028125e-06,8.9590245888e-06,4.961915982e-06,4.50365352556e-06,4.27476885822e-06,3.9558324591e-06
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant","Natural gas",kilotonne,0.00434323163105223,0.00401447001943294,0.00444355344451041,0.0049767926377005,0.00649439968842127,0.00649569960829486,0.00687625115128631,0.00668711280967997,0.00653372226459716,0.00707286403216576,0.00295536783259122,0.00282797568498008,0.00291702019632052,0.00339896548945146,0.00328554748048134,0.0028806224398602,0.00286014870185126,0.00250819478058549,0.00250218730177513,0.00186564448186751,0.00211844493395094,0.00202444457028288,0.00178227569548222,0.00186292547881434,0.00190053283378428,0.00187460090139786,0.00160021802142745,0.00156502914508462,0.00162465018172669,0.00162400978874391,0.0016811781850349,0.00167984991366335,0.00176214363992072,0.00182658279491448
"Nitrous Oxide",1A2a,"Iron and steel - combustion plant","Non-municipal solid waste: biomass fraction",kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000118577875862069,0.000106450593103448,0.00013070515862069,1.34747586206896e-06,1.34747586206896e-06
